id,code,name
unpaid_reason_FF03,FF03,Payment Type Information is missing or invalid.
unpaid_reason_FF04,FF04,Service Level code is missing or invalid
unpaid_reason_FF05,FF05,Local Instrument code is missing or invalid
unpaid_reason_FF06,FF06,Category Purpose code is missing or invalid
unpaid_reason_FF07,FF07,Purpose is missing or invalid
unpaid_reason_FF08,FF08,End to End Id missing or invalid
unpaid_reason_FF09,FF09,Cheque number missing or invalid
unpaid_reason_FF10,FF10,File or transaction cannot be processed due to technical issues at the bank side
unpaid_reason_FF11,FF11,Clearing request rejected due it being subject to an abort operation.
unpaid_reason_G000,G000,In a FIToFI Customer Credit Transfer: The Status Originator transferred the payment to the next Agent or to a Market Infrastructure. The payment transfer is not tracked. No further updates will follow from the Status Originator.
unpaid_reason_G001,G001,In a FIToFI Customer Credit Transfer: Credit to the creditor’s account may not be confirmed same day. Update will follow from the Status Originator.
unpaid_reason_G002,G002,In a FIToFI Customer Credit Transfer: Credit to the creditor’s account may not be confirmed same day. Update will follow from the Status Originator.
unpaid_reason_G003,G003,In a FIToFI Customer Credit Transfer: Credit to creditor’s account is pending receipt of required documents. The Status Originator has requested creditor to provide additional documentation. Update will follow from the Status Originator.
unpaid_reason_G004,G004,"In a FIToFI Customer Credit Transfer: Credit to the creditor’s account is pending, status Originator is waiting for funds provided via a cover. Update will follow from the Status Originator."
unpaid_reason_G005,G005,Payment has been delivered to creditor agent with service level.
unpaid_reason_G006,G006,Payment has been delivered to creditor agent without service level.
unpaid_reason_ID01,ID01,Signature file was sent to the bank but the corresponding original file has not been sent yet.
unpaid_reason_MD01,MD01,No Mandate
unpaid_reason_MD02,MD02,Mandate related information data required by the scheme is missing.
unpaid_reason_MD05,MD05,Creditor or creditor's agent should not have collected the direct debit
unpaid_reason_MD06,MD06,Return of funds requested by end customer
unpaid_reason_MD07,MD07,End customer is deceased.
unpaid_reason_MS02,MS02,Reason has not been specified by end customer
unpaid_reason_MS03,MS03,Reason has not been specified by agent.
unpaid_reason_NARR,NARR,Reason is provided as narrative information in the additional reason information.
unpaid_reason_NERI,NERI,Credit transfer is tagged as an Extended Remittance Information (ERI) transaction but does not contain ERI.
unpaid_reason_RC01,RC01,Bank identifier code specified in the message has an incorrect format (formerly IncorrectFormatForRoutingCode).
unpaid_reason_RC02,RC02,Bank identifier is invalid or missing.
unpaid_reason_RC03,RC03,Debtor bank identifier is invalid or missing
unpaid_reason_RC04,RC04,Creditor bank identifier is invalid or missing
unpaid_reason_RC05,RC05,BIC identifier is invalid or missing.
unpaid_reason_RC06,RC06,Debtor BIC identifier is invalid or missing
unpaid_reason_RC07,RC07,Creditor BIC identifier is invalid or missing
unpaid_reason_RC08,RC08,ClearingSystemMemberidentifier is invalid or missing.
unpaid_reason_RC09,RC09,Debtor ClearingSystemMember identifier is invalid or missing
unpaid_reason_RC10,RC10,Creditor ClearingSystemMember identifier is invalid or missing
unpaid_reason_RC11,RC11,Intermediary Agent is invalid or missing
unpaid_reason_RC12,RC12,Creditor Scheme Id is invalid or  missing
unpaid_reason_RCON,RCON,Conflict with R-Message
unpaid_reason_RF01,RF01,Transaction reference is not unique within the message.
unpaid_reason_RR01,RR01,Specification of the debtor’s account or unique identification needed for reasons of regulatory requirements is insufficient or missing
unpaid_reason_RR02,RR02,Specification of the debtor’s name and/or address needed for regulatory requirements is insufficient or missing.
unpaid_reason_RR03,RR03,Specification of the creditor’s name and/or address needed for regulatory requirements is insufficient or missing.
unpaid_reason_RR04,RR04,Regulatory Reason
unpaid_reason_RR05,RR05,"Regulatory or Central Bank Reporting information missing, incomplete or invalid."
unpaid_reason_RR06,RR06,"Tax information missing, incomplete or invalid."
unpaid_reason_RR07,RR07,Remittance information structure does not comply with rules for payment type.
unpaid_reason_RR08,RR08,Remittance information truncated to comply with rules for payment type.
unpaid_reason_RR09,RR09,Structured creditor reference invalid or missing.
unpaid_reason_RR10,RR10,Character set supplied not valid for the country and payment type.
unpaid_reason_RR11,RR11,Invalid or missing identification of a bank proprietary service.
unpaid_reason_RR12,RR12,Invalid or missing identification required within a particular country or payment type.
unpaid_reason_S000,S000,Request for Cancellation is acknowledged following validation.
unpaid_reason_S001,S001,Unique End-to-end Transaction Reference (UETR) relating to a payment has been identified as being associated with a Request for Cancellation.
unpaid_reason_S002,S002,Unique End-to-end Transaction Reference (UETR) relating to a payment has been prevent from traveling across a messaging network.
unpaid_reason_S003,S003,Request for Cancellation has been forwarded to the payment processing/last payment processing agent.
unpaid_reason_S004,S004,Request for Cancellation has been acknowledged as delivered to payment processing/last payment processing agent.
unpaid_reason_SL01,SL01,Due to specific service offered by the Debtor Agent
unpaid_reason_SL02,SL02,Due to specific service offered by the Creditor Agent
unpaid_reason_SL11,SL11,"Whitelisting service offered by the Debtor Agent, Debtor has not included the Creditor on its “Whitelist” (yet). In the Whitelist the Debtor may list all allowed Creditors to debit Debtor bank account"
unpaid_reason_SL12,SL12,"Blacklisting service offered by the Debtor Agent, Debtor included the Creditor on his “Blacklist”. In the Blacklist the Debtor may list all Creditors not allowed to debit Debtor bank account"
unpaid_reason_SL13,SL13,Due to Maximum allowed Direct Debit Transactions per period service offered by the Debtor Agent.
unpaid_reason_SL14,SL14,Due to Maximum allowed Direct Debit Transaction amount service offered by the Debtor Agent.
unpaid_reason_TA01,TA01,The transmission of the file was not successful – it had to be aborted (for technical reasons)
unpaid_reason_TD01,TD01,There is no data available (for download)
unpaid_reason_TD02,TD02,The file cannot be read (e.g. unknown format)
unpaid_reason_TD03,TD03,The file format is incomplete or invalid
unpaid_reason_TM01,TM01,"Associated message, payment information block, or transaction was received after agreed processing cut-off time."
unpaid_reason_TS01,TS01,The (technical) transmission of the file was successful.
unpaid_reason_TS04,TS04,The order was transferred to pass by accompanying note signed by hand
